tuple_id	id	condition	response_num	num_cum_ideas	num_cum_categories
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 44]	8638	50	326	234	88
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 41]	8752	50	327	235	89
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 4]	8796	50	328	236	89
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 16]	8852	50	329	236	89
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 17]	8853	50	330	236	89
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 7]	8922	50	331	236	89
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 31]	8930	50	332	237	90
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 22]	8933	50	333	238	91
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 29]	9012	50	334	239	91
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 27]	9140	50	335	240	91
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 24]	9494	50	336	241	91
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 11]	9527	50	337	242	91
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 36]	9530	50	338	243	92
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 6]	9723	50	339	244	93
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 12]	9724	50	340	245	93
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 13]	9725	50	341	246	93
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 18]	9729	50	342	247	94
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 19]	9730	50	343	248	94
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 20]	9731	50	344	249	94
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 25]	9732	50	345	250	94
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 34]	9733	50	346	251	95
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 43]	9734	50	347	252	96
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 46]	9735	50	348	253	96
[u'b6d31b65be36965487f22cb3c10d57f9d7b510f1ccfd9d7593694bbd', u'2013-09-04 19:20:37', 50, 47]	9736	50	349	254	96
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 11]	4750	50	350	255	97
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 36]	4763	50	351	255	97
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 21]	4861	50	352	256	98
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 49]	4963	50	353	257	98
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 3]	7189	50	354	257	98
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 33]	7331	50	355	258	98
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 25]	7431	50	356	258	98
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 28]	7446	50	357	258	98
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 29]	7447	50	358	258	98
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 44]	7448	50	359	258	98
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 9]	7502	50	360	258	98
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 30]	7535	50	361	258	98
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 38]	7536	50	362	258	98
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 39]	7537	50	363	258	98
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 40]	7538	50	364	258	98
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 7]	7545	50	365	258	98
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 20]	7546	50	366	258	98
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 19]	7813	50	367	259	99
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 45]	7831	50	368	259	99
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 24]	7877	50	369	259	99
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 37]	7993	50	370	259	99
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 0]	8279	50	371	260	99
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 1]	8287	50	372	261	100
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 2]	8288	50	373	262	100
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 27]	8289	50	374	262	100
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 4]	8290	50	375	263	100
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 5]	8293	50	376	264	100
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 6]	8294	50	377	265	101
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 8]	8295	50	378	266	102
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 10]	8303	50	379	267	102
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 12]	8304	50	380	268	102
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 13]	8305	50	381	269	102
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 14]	8306	50	382	270	102
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 15]	8310	50	383	271	102
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 16]	8311	50	384	272	102
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 17]	8312	50	385	273	102
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 18]	8313	50	386	274	102
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 22]	8320	50	387	274	102
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 23]	8322	50	388	275	103
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 26]	8323	50	389	276	103
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 31]	8324	50	390	277	103
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 32]	8325	50	391	278	104
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 34]	8326	50	392	279	104
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 35]	8331	50	393	280	104
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 41]	8342	50	394	281	104
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 42]	8344	50	395	282	104
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 43]	8352	50	396	283	104
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 46]	8354	50	397	284	104
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 47]	8355	50	398	285	104
[u'dcb66701859c87f1fc4eac6617fd6e6a0757281c837e285b46576ecb', u'2013-07-16 17:11:03', 50, 48]	8356	50	399	286	104
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 18]	4873	50	400	286	104
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 22]	4874	50	401	286	104
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 2]	4931	50	402	287	104
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 20]	4938	50	403	288	105
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 3]	5065	50	404	289	106
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 36]	7232	50	405	289	106
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 37]	7233	50	406	289	106
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 11]	7284	50	407	289	106
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 43]	7323	50	408	290	106
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 1]	7352	50	409	290	106
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 29]	7364	50	410	290	106
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 27]	7417	50	411	290	106
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 24]	7593	50	412	290	106
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 38]	7679	50	413	290	106
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 15]	7932	50	414	290	106
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 46]	7994	50	415	290	106
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 23]	8112	50	416	290	106
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 4]	8141	50	417	290	106
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 30]	8151	50	418	290	106
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 35]	8177	50	419	291	106
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 0]	8222	50	420	292	106
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 25]	8244	50	421	293	107
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 26]	8245	50	422	293	107
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 41]	8255	50	423	294	107
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 5]	8447	50	424	295	107
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 6]	8448	50	425	296	108
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 9]	8449	50	426	296	108
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 7]	8450	50	427	297	108
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 8]	8451	50	428	298	108
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 10]	8452	50	429	298	108
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 12]	8455	50	430	298	108
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 13]	8457	50	431	298	108
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 14]	8462	50	432	298	108
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 16]	8476	50	433	299	108
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 17]	8485	50	434	299	108
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 19]	8496	50	435	300	108
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 21]	8499	50	436	301	109
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 28]	8500	50	437	301	109
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 31]	8503	50	438	302	110
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 32]	8507	50	439	303	111
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 33]	8508	50	440	304	111
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 34]	8509	50	441	305	112
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 39]	8510	50	442	306	112
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 40]	8511	50	443	307	112
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 42]	8515	50	444	307	112
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 44]	8520	50	445	307	112
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 45]	8529	50	446	308	112
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 47]	8530	50	447	309	113
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 48]	8531	50	448	310	114
[u'fe62bd7f0ced256a93438e9d7eefb5b5c9136b1abd57f7c4f6bdfdbd', u'2013-07-17 10:26:17', 50, 49]	8532	50	449	311	114
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 28]	4784	75	0	1	1
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 55]	4839	75	1	2	2
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 34]	7439	75	2	3	3
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 36]	7460	75	3	4	4
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 16]	7543	75	4	5	5
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 53]	7632	75	5	6	5
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 0]	7690	75	6	7	6
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 32]	7820	75	7	8	7
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 49]	7886	75	8	9	8
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 48]	7925	75	9	10	8
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 43]	7991	75	10	11	9
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 1]	8050	75	11	12	10
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 7]	8108	75	12	13	11
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 10]	8135	75	13	14	12
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 17]	8136	75	14	14	12
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 61]	8137	75	15	14	12
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 24]	8300	75	16	15	13
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 52]	8568	75	17	16	14
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 25]	8605	75	18	17	14
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 12]	8612	75	19	18	15
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 11]	8624	75	20	19	16
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 27]	8678	75	21	20	17
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 44]	8882	75	22	21	18
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 13]	9011	75	23	22	19
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 42]	9050	75	24	23	20
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 66]	9078	75	25	24	21
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 3]	9099	75	26	25	22
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 40]	9108	75	27	26	22
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 51]	9315	75	28	27	23
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 15]	9326	75	29	28	23
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 46]	9462	75	30	29	24
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 14]	9601	75	31	30	25
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 35]	9602	75	32	30	25
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 31]	9605	75	33	31	25
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 2]	9682	75	34	32	26
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 4]	9683	75	35	33	27
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 5]	9684	75	36	34	28
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 6]	9685	75	37	35	29
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 8]	9686	75	38	36	30
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 9]	9687	75	39	37	31
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 18]	9688	75	40	38	32
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 19]	9689	75	41	39	32
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 74]	9690	75	42	39	32
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 20]	9691	75	43	40	32
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 21]	9692	75	44	41	33
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 22]	9693	75	45	42	34
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 23]	9694	75	46	43	35
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 26]	9695	75	47	44	36
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 64]	9696	75	48	44	36
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 29]	9697	75	49	45	36
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 30]	9698	75	50	46	36
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 33]	9699	75	51	47	36
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 37]	9700	75	52	48	37
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 38]	9701	75	53	49	38
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 39]	9702	75	54	50	38
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 41]	9703	75	55	51	38
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 45]	9704	75	56	52	39
[u'3e0de9c85e670b9fadd2344aa402a4b48fc6284c8ae939c90b7f3252', u'2013-09-04 08:50:14', 75, 47]	9705	75	57	53	39
