response_id	id	condition	response_num	num_cum_ideas	num_cum_categories	run_id	num_responses_requested	user_id
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 36]	8568	75	269	220	105	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 37]	8569	75	270	221	105	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 38]	8570	75	271	222	105	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 40]	8571	75	272	223	106	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 41]	8572	75	273	224	107	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 42]	8573	75	274	225	107	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 43]	8574	75	275	226	108	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 44]	8575	75	276	227	109	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 45]	8576	75	277	228	110	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 46]	8577	75	278	228	110	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 47]	8578	75	279	229	111	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 48]	8579	75	280	230	111	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 49]	8581	75	281	231	112	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 50]	8582	75	282	232	113	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 52]	8583	75	283	233	113	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 53]	8584	75	284	234	113	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 55]	8585	75	285	235	113	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 56]	8586	75	286	236	113	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 57]	8587	75	287	237	114	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 58]	8588	75	288	238	115	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 59]	8589	75	289	239	116	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 61]	8590	75	290	239	116	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 63]	8593	75	291	240	116	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 66]	8594	75	292	241	116	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 67]	8595	75	293	242	116	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 68]	8596	75	294	243	116	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 69]	8597	75	295	244	117	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 70]	8598	75	296	245	117	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 71]	8599	75	297	246	117	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 72]	8600	75	298	247	117	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75, 73]	8601	75	299	248	118	[u'6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347', u'2013-08-15 21:50:10', 75]	75	6b026ba8f6f81012953c4fec9e95156ba0210d362def4c7a1b691347
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 18]	4420	75	300	248	118	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 13]	4476	75	301	248	118	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 3]	4611	75	302	249	118	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 26]	4663	75	303	250	119	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 1]	6689	75	304	250	119	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 12]	6735	75	305	250	119	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 38]	6879	75	306	250	119	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 33]	6897	75	307	251	119	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 7]	6994	75	308	251	119	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 24]	7059	75	309	252	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 74]	7100	75	310	252	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 48]	7221	75	311	252	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 15]	7235	75	312	253	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 6]	7292	75	313	253	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 31]	7333	75	314	254	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 14]	7382	75	315	255	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 21]	7608	75	316	255	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 0]	7659	75	317	255	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 36]	7717	75	318	255	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 37]	7718	75	319	255	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 50]	7954	75	320	255	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 63]	7987	75	321	255	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 65]	7988	75	322	255	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 68]	7989	75	323	255	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 9]	8002	75	324	255	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 20]	8024	75	325	255	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 27]	8165	75	326	255	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 11]	8224	75	327	255	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 22]	8231	75	328	255	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 35]	8332	75	329	255	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 4]	8525	75	330	255	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 5]	8608	75	331	256	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 32]	8812	75	332	256	120	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 2]	8936	75	333	257	121	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 8]	8937	75	334	258	122	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 10]	8938	75	335	259	122	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 16]	8939	75	336	260	123	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 17]	8940	75	337	261	124	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 19]	8941	75	338	262	125	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 23]	8942	75	339	263	126	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 25]	8943	75	340	264	126	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 28]	8944	75	341	265	126	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 29]	8945	75	342	266	126	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 30]	8946	75	343	267	127	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 34]	8947	75	344	268	127	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 39]	8948	75	345	269	127	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75, 40]	8949	75	346	270	128	[u'7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd', u'2013-09-04 07:25:36', 75]	75	7edb97fcb2a04e2d909a9e222b633801a670d4a0b78bb42c02f8f6cd
